Keywords_relevance,Hashtags_relevance,binary_Mentions_relevance,Interaction_rate,Mention_count,Followers_Followings,Seniority,Listed_count,Length,binary_Hashtags,binary_URL,binary_Multimdia,Popularity,Relevance
0,0,0,0,0,8,6,370,113,1,0,0,51,0
0,0,0,0,0,31,3,50,59,1,1,0,10,1
0,0,0,0,0,6120,4,3389,117,0,1,0,3915,0
0,0,0,0,0,47,7,692,140,1,0,0,77,0
0,0,0,1,0,12,7,76,27,0,0,1,21,1
0,0,0,0,0,322,6,2151,139,0,1,0,69,0
0,0,0,0,0,47,7,692,140,0,0,0,16,0
0,0,1,0,0,8,6,370,78,0,0,1,94,1
0,0,0,0.5,0,8,6,370,41,0,0,1,44,0
0,0,0,0,0,37,7,2910,140,0,1,0,71,0
0,0,1,0,0,3,2,36,136,0,1,0,17,1
0,0,0,0,0,37,7,2910,140,0,1,0,8,0
0,0,0,1,0,12,7,76,132,0,1,0,2,0
1,0,1,0.67,0,12,7,76,138,0,1,0,4,1
0,0,0,0,0,47,7,692,140,1,0,0,80,0
0,0,0,0.67,0,1769,7,3492,140,0,0,0,28,0
0,0,0,0.5,0,1769,7,3492,138,0,0,0,145,1
2,0,0,0.6,0,1769,7,3492,88,0,0,0,150,0
0,0,0,0.5,0,1769,7,3492,138,0,0,1,74,1
0,0,0,0,0,47,7,692,139,0,0,0,44,0
1,0,0,0.57,0,1769,7,3492,140,0,1,0,89,0
2,0,0,0.75,0,12,7,76,140,0,0,0,11,1
0,0,0,0,0,120,6,1832,112,0,1,0,45,0
0,0,0,0,0,8869,6,7385,138,0,1,0,89,0
0,0,0,0,0,1,2,126,132,1,0,0,28,1
0,1,0,1,0,1,2,126,45,1,0,1,72,0
0,0,0,0,0,37,7,2910,120,0,1,0,12,0
0,0,0,0.5,0,1769,7,3492,139,0,0,1,734,1
0,0,0,0,0,120,6,1832,137,0,1,0,567,0
1,0,0,0.33,0,8,6,370,98,0,0,0,126,0
0,0,0,0,0,4245,6,8994,119,0,0,0,2965,1
0,0,0,0,0,47,7,692,138,0,0,0,29,0
0,0,0,0.56,0,1769,7,3492,140,0,1,0,51,0
3,0,1,0.5,0,1769,7,3492,136,0,1,0,187,1
0,0,0,0,0,37,7,2910,117,0,1,0,12,0
0,0,0,0,0,61,7,220,77,0,0,1,2,0
0,0,0,0,0,47,7,692,140,0,0,0,3334,1
0,0,0,0.8,0,12,7,76,98,0,1,0,4,1
1,0,0,0,2,322,6,2151,120,0,1,0,82,0
2,0,0,0,0,8869,6,7385,110,0,1,0,150,0
0,0,1,0.55,0,1769,7,3492,98,0,1,0,69,1
1,0,0,0.58,0,1769,7,3492,140,0,1,0,37,0
0,0,0,0.5,0,1,2,126,133,0,1,0,14,0
3,0,0,0.54,0,1769,7,3492,139,0,0,0,551,1
0,0,0,0.57,0,1769,7,3492,122,0,0,0,97,0
0,0,0,1,0,3,2,36,70,0,1,0,0,0
1,0,1,0.5,0,3,2,36,136,0,1,0,4,1
0,0,0,0,2,322,6,2151,76,1,1,0,7,0
0,0,0,0.14,0,47,7,692,140,0,0,0,57,0
0,0,1,0,2,322,6,2151,127,0,1,0,44,1
0,0,0,0.13,0,47,7,692,140,0,0,0,120,0
1,0,0,0.83,0,12,7,76,136,0,1,0,9,0
1,0,0,0.25,2,322,6,2151,132,0,1,0,145,1
0,0,0,1,0,4245,6,8994,125,1,1,0,522,0
0,0,0,0,0,105,7,840,41,0,1,0,11,0
0,0,0,0.4,2,322,6,2151,57,0,1,0,146,1
0,0,0,0,0,8869,6,7385,78,0,1,0,64,0
0,0,0,0.5,2,322,6,2151,105,0,1,0,10,0
0,0,0,0,0,201,6,562,97,0,1,0,640,1
0,0,0,0.5,0,4245,6,8994,63,0,1,0,478,0
3,0,0,0.11,0,47,7,692,139,0,0,0,16,0
2,0,1,0.5,0,31,3,50,105,0,1,0,21,1
3,0,0,0,0,61,7,220,136,0,0,0,7,0
0,0,0,0,0,19,7,1427,139,0,1,0,85,0
0,0,0,0.67,0,3,2,36,46,0,1,0,1,1
2,0,0,0,0,61,7,220,69,0,0,0,7,0
0,0,0,0.33,0,4245,6,8994,136,0,1,0,3823,0
1,0,0,1,0,201,6,562,120,0,1,0,87,1
0,0,0,0.25,0,4245,6,8994,132,0,1,0,416,0
7,0,0,0,0,967490,7,81172,134,0,0,0,49489,0
4,0,1,0.67,0,31,3,50,139,0,1,0,15,1
8,0,0,0.75,0,31,3,50,136,0,1,0,7,0
0,0,0,0.53,0,1769,7,3492,84,0,1,0,24,0
0,0,0,0.6,0,31,3,50,113,0,0,0,16,1
0,0,0,0.25,0,8,6,370,28,0,0,1,387,0
1,0,0,0,0,967490,7,81172,137,0,0,0,36782,0
0,0,0,0.5,0,1769,7,3492,139,0,1,0,70,1
7,0,0,0.53,0,1769,7,3492,102,0,1,0,69,0
1,0,0,0,0,1,4,11,71,0,0,0,0,0
2,0,0,0.5,0,1769,7,3492,136,0,1,0,798,1
0,0,0,0.53,0,1769,7,3492,139,0,1,0,20,0
0,0,0,0.5,0,1769,7,3492,76,0,0,1,113,0
0,0,0,0.71,0,12,7,76,139,0,1,0,25,1
0,0,0,0,0,967490,7,81172,102,1,1,0,20746,0
0,0,0,0.1,0,47,7,692,140,0,0,0,28,0
1,0,0,0.75,0,12,7,76,138,0,1,0,24,1
0,0,0,0.75,0,3,2,36,23,0,0,1,1,0
1,0,0,0,0,967490,7,81172,128,1,0,0,46529,0
6,0,0,0,0,61,7,220,138,1,0,0,57,1
1,1,0,0,0,967490,7,81172,94,1,1,0,27929,0
14,1,0,0,0,967490,7,81172,132,1,0,0,40920,0
1,1,0,0.2,0,61,7,220,116,1,0,0,70,1
2,0,0,0,0,967490,7,81172,51,0,0,0,150293,0
12,2,0,0.33,0,61,7,220,136,1,0,0,55,1
7,0,0,0,0,8869,6,7385,138,0,1,0,120,0
5,0,0,0,0,54,8,894,140,0,1,0,8,0
0,0,0,0,0,54,8,894,139,0,1,0,5,1
0,0,0,0.6,0,3,2,36,140,0,1,0,12,0
0,0,0,0,0,967490,7,81172,102,0,0,0,67683,0
0,0,0,0.09,0,47,7,692,140,0,0,0,5302,1
0,0,0,0.43,0,61,7,220,70,0,1,0,6,0
0,0,0,0.38,0,61,7,220,109,0,1,0,5,0
3,0,0,0,0,1,7,56,105,0,0,0,1,1
0,0,0,0.43,2,322,6,2151,49,0,1,0,16,0
0,0,0,0.38,2,322,6,2151,137,1,1,0,103,0
0,0,0,1,4,4,5,21,135,0,1,0,11,1
0,0,0,0,0,19,7,1427,117,0,1,0,5,0
2,0,0,0.17,0,47,7,692,140,0,0,0,44,0
0,0,0,0.67,0,31,3,50,79,0,1,0,14,1
0,0,0,0.48,0,1769,7,3492,99,0,1,0,71,0
1,0,0,0.78,0,12,7,76,126,0,1,0,148,0
1,0,0,0.7,0,12,7,76,137,0,1,0,27,1
0,0,0,0,0,19,7,1427,136,0,1,0,138,0
0,0,0,0.33,0,61,7,220,90,1,0,0,43,0
0,0,0,0.2,0,4245,6,8994,59,0,0,0,2245,1
0,0,0,0,0,105,7,840,92,1,0,0,66,0
0,0,0,0,0,967490,7,81172,70,1,0,0,32292,0
4,0,0,0.3,0,61,7,220,124,1,0,0,68,1
0,0,0,0,0,105,7,840,64,1,0,0,75,0
3,0,0,0.45,0,1769,7,3492,101,0,1,0,26,0
2,0,0,1,5,4,5,21,134,0,1,0,19,1
0,0,0,0.2,0,8,6,370,54,1,0,1,72,0
0,0,0,0,0,967490,7,81172,62,1,0,1,65278,0
0,0,0,1,5,4,5,21,136,0,1,0,6,1
4,0,0,0.43,0,1769,7,3492,64,0,0,1,106,0
0,0,0,0.33,0,1,2,126,139,0,1,0,68,0
0,0,0,0.25,0,1,2,126,103,1,0,1,65,1
0,1,0,0.4,0,1,2,126,102,1,0,1,6,0
0,0,0,0,0,19,7,1427,57,0,1,0,33,0
0,0,0,0.42,0,1769,7,3492,138,0,1,0,53,1
1,0,0,0.5,0,54,8,894,139,0,1,0,11,0
0,0,0,0,0,967490,7,81172,75,1,1,0,21841,0
0,0,0,1,5,4,5,21,134,0,1,0,11,1
0,0,0,0.17,0,8,6,370,99,0,1,0,14,0
1,0,0,0.33,0,4245,6,8994,136,0,0,0,1071,0
0,0,0,0,0,6927,8,19536,139,0,1,0,315,1
1,0,0,0.33,2,322,6,2151,132,0,1,0,7,0
4,0,0,0,1,33,7,136,95,0,1,0,17,0
4,0,0,0,1,33,7,136,138,1,1,0,16,1
0,0,0,0,0,967490,7,81172,74,1,0,1,45687,0
1,0,0,0.33,0,1,2,126,91,1,0,0,61,0
1,0,0,0.29,0,1,2,126,66,1,0,0,31,1
4,0,0,0,0,967490,7,81172,140,0,0,0,55542,0
0,0,0,1,0,201,6,562,55,0,1,0,112,0
0,0,0,0.33,0,54,8,894,140,0,1,0,5,1
1,0,0,0.5,0,54,8,894,140,0,1,0,2,0
0,0,0,0,0,6120,4,3389,88,0,1,0,54,0
5,0,0,1,5,4,5,21,137,0,1,0,24,1
0,0,0,0.29,0,4245,6,8994,76,0,1,0,1141,0
0,0,0,0.25,0,4245,6,8994,109,0,1,0,782,0
4,0,0,1,5,4,5,21,135,0,1,0,13,1
0,0,0,0.22,0,4245,6,8994,139,0,1,0,1732,0
0,0,0,0.38,0,1,2,126,137,0,1,0,20,0
0,0,0,1,0,1,7,56,40,0,1,0,2,1
0,0,0,0.14,0,8,6,370,35,0,1,0,32,0
0,0,0,0.4,0,54,8,894,138,0,1,0,3,0
0,0,0,1,5,4,5,21,75,0,1,0,11,1
5,0,0,0,0,8869,6,7385,136,0,1,0,82,0
0,0,0,0.13,0,8,6,370,110,0,0,1,73,0
11,0,0,0.5,1,33,7,136,136,1,1,0,8,1
16,0,0,0,0,967490,7,81172,104,0,1,0,40433,0
0,0,0,0.15,0,47,7,692,139,0,1,0,19,0
0,0,0,1,5,4,5,21,119,0,1,0,4,1
0,0,0,0.2,0,4245,6,8994,45,0,1,0,237,0
0,0,0,0,0,19,7,1427,137,0,1,0,39,0
1,1,0,0.67,1,33,7,136,140,1,1,0,10,1
5,0,0,0.75,1,33,7,136,138,0,0,0,2,0
12,0,0,0,0,967490,7,81172,89,0,1,0,21213,0
0,0,0,0.33,0,54,8,894,140,0,0,1,11,1
3,0,0,0.6,1,33,7,136,111,1,1,0,1,0
3,0,0,0.44,0,1769,7,3492,88,0,1,0,321,0
0,0,0,0.42,0,1769,7,3492,92,0,1,0,22,1
3,0,0,0.44,0,1769,7,3492,139,0,1,0,13,0
8,0,0,0,0,967490,7,81172,139,0,1,0,41809,0
0,0,0,1,5,4,5,21,136,0,1,0,2,1
0,0,0,0,0,1,4,11,97,0,0,1,3,1
1,0,0,0.14,0,47,7,692,139,0,1,0,56,0
1,0,0,0,0,967490,7,81172,137,0,0,0,22666,0
0,0,0,0.67,0,201,6,562,82,1,0,0,63,1
0,0,0,0.75,0,201,6,562,29,0,0,0,0,0
7,0,0,0.36,0,61,7,220,74,1,0,0,20,0
0,0,0,0.6,0,201,6,562,37,0,1,0,77,1
0,0,0,0,0,967490,7,81172,77,1,0,1,21786,0
1,0,0,0,0,120,6,1832,135,0,1,0,378,0
3,0,0,0.71,0,31,3,50,105,0,0,0,7,1
0,0,0,0.75,0,31,3,50,133,0,1,0,2,0
1,0,0,0.33,0,61,7,220,55,0,0,1,5,0
4,0,0,0.67,0,31,3,50,71,0,0,0,15,1
0,0,0,0.7,0,31,3,50,67,0,1,0,4,0
0,0,0,0,0,967490,7,81172,74,1,1,0,31121,0
0,0,0,0.43,0,1769,7,3492,63,0,1,0,59,1
7,0,0,0,0,967490,7,81172,92,0,1,0,25113,0
0,0,0,0,0,967490,7,81172,103,0,1,0,22006,0
0,0,0,0.33,0,1,2,126,139,0,1,0,19,1
2,0,0,0.5,1,33,7,136,130,0,0,0,34,0
2,0,0,0,0,967490,7,81172,86,0,1,0,31698,0
0,0,0,1,5,4,5,21,127,0,1,0,20,1
0,0,0,0,0,967490,7,81172,139,1,1,0,48312,0
9,0,0,0,0,967490,7,81172,75,0,1,0,31469,0
5,0,0,0.64,0,31,3,50,107,0,0,1,15,1
0,0,0,0.13,0,47,7,692,140,0,0,0,48,0
0,0,0,1,0,1,7,56,57,0,1,0,2,0
0,0,0,0.45,0,1769,7,3492,139,0,1,0,92,1
0,0,0,0.47,0,1769,7,3492,139,0,1,0,36,0
0,0,0,0,0,967490,7,81172,131,1,0,1,46185,0
0,0,0,0.67,0,31,3,50,131,0,1,0,6,1
0,1,0,0.11,0,8,6,370,69,1,0,1,2013,0
1,0,0,0.43,1,33,7,136,107,0,1,0,0,0
2,0,0,0.73,0,12,7,76,140,0,0,0,46,1
0,0,0,0.4,0,1,2,126,65,1,0,1,8,0
5,0,0,0.67,0,1,7,56,108,0,0,0,4,0
4,0,0,0.5,0,1,7,56,140,0,0,0,23,1
7,0,0,1,5,4,5,21,128,0,1,0,11,0
0,0,0,0.45,0,1769,7,3492,140,0,1,0,212,0
0,0,0,0.1,0,8,6,370,83,0,1,0,110,1
2,0,0,0.18,0,8,6,370,136,1,1,0,199,0
0,0,0,0.17,0,8,6,370,77,0,0,0,1,0
0,0,0,0.18,0,4245,6,8994,125,0,1,0,1480,1
0,0,0,0.13,0,47,7,692,136,0,0,0,21,0
0,0,0,0.38,1,33,7,136,116,0,1,0,8,0
0,0,0,0.75,0,12,7,76,109,0,0,1,11,1
5,0,0,0,0,105,7,840,75,0,1,0,10,0
0,0,0,0,0,8869,6,7385,48,0,1,0,125,0
0,0,0,0.77,0,12,7,76,138,0,1,0,17,1
4,0,0,0,0,967490,7,81172,140,0,0,0,100666,0
1,0,0,0,0,8869,6,7385,130,0,1,0,149,0
0,2,0,0.69,0,31,3,50,136,1,1,0,2,1
0,0,0,0,0,967490,7,81172,60,1,1,0,83553,0
1,0,0,0.79,0,12,7,76,116,0,0,0,14,0
2,0,0,0.15,0,8,6,370,138,0,0,0,2039,1
0,0,0,0.5,0,1,4,11,23,0,1,0,0,0
0,0,0,0.43,0,54,8,894,67,0,1,0,7,0
0,0,0,1,0,6927,8,19536,139,0,0,0,23392,1
1,0,0,1,0,6927,8,19536,135,0,0,0,8837,0
0,0,0,0.3,2,322,6,2151,75,0,1,0,18,0
3,0,0,0.44,0,1769,7,3492,139,0,1,0,339,1
0,0,0,0.67,0,201,6,562,138,0,1,0,98,0
0,0,0,0.12,0,47,7,692,138,0,1,0,16,0
3,0,0,0.25,0,4245,6,8994,131,1,1,0,2322,1
0,0,0,0.31,0,4245,6,8994,60,0,0,0,267,0
0,0,0,0,0,605,8,566,43,0,1,0,10357,0
0,0,0,0.73,0,12,7,76,139,0,1,0,78,1
0,0,0,0,0,2,0,4,90,1,0,0,1,0
0,0,0,0.45,0,1769,7,3492,136,0,0,0,76,0
1,0,1,0.5,2,3,2,36,138,0,1,0,15,1
0,0,0,0.21,0,8,6,370,87,0,1,0,17,0
0,0,0,0.44,0,1769,7,3492,139,0,1,0,209,1
1,0,0,0.46,0,1769,7,3492,139,0,1,0,63,0
0,0,0,0,0,2,0,4,138,0,1,0,3,0
0,0,0,0.44,0,1769,7,3492,109,0,0,0,117,1
0,0,0,0.38,0,54,8,894,107,0,1,0,8,0
0,0,0,0.57,0,201,6,562,137,0,1,0,133,0
9,0,0,0.57,2,3,2,36,130,0,1,0,5,1
1,0,0,0.46,0,1769,7,3492,139,0,1,0,119,0
2,0,0,0.5,0,201,6,562,139,0,1,0,31,0
0,0,0,0.63,2,3,2,36,62,0,1,0,1,1
1,0,0,0.11,0,47,7,692,139,0,1,0,5,0
0,0,0,0,1,967490,7,81172,140,0,0,0,110381,0
6,0,0,0.71,0,31,3,50,138,0,1,0,10,1
0,0,0,0.11,0,47,7,692,134,0,1,0,24,0
0,0,0,0,0,605,8,566,117,0,1,0,281,0
2,0,0,0.2,0,8,6,370,87,0,1,0,19,1
1,0,0,0.1,0,47,7,692,135,0,0,0,0,0
9,0,0,0.45,1,1769,7,3492,138,0,1,0,34,1
0,0,0,0.25,0,8,6,370,130,0,1,0,27,0
2,0,0,0.75,0,12,7,76,140,0,0,0,18,0
3,0,0,0.46,1,1769,7,3492,139,0,1,0,279,1
1,0,0,0.47,1,1769,7,3492,140,0,0,0,125,0
5,0,0,0,1,659,7,4004,123,0,0,0,2659,0
8,1,0,0.73,0,31,3,50,116,1,1,0,3,1
0,0,0,0.46,2,1769,7,3492,137,0,1,0,95,1
7,0,0,0.24,0,8,6,370,135,0,1,0,60,0
10,0,0,0.33,0,54,8,894,140,0,0,0,44,0
10,0,0,0.48,2,1769,7,3492,81,0,1,0,32,1
0,0,0,0.33,1,33,7,136,137,0,0,0,13,0
11,0,0,0.49,2,1769,7,3492,139,0,1,0,55,0
0,0,0,0.48,2,1769,7,3492,57,0,0,1,107,1
0,0,0,0.3,1,33,7,136,138,0,1,0,7,0
1,0,0,0.49,2,1769,7,3492,137,0,1,0,69,0
1,0,0,0.71,0,12,7,76,86,0,1,0,31,1
0,0,0,0.1,0,47,7,692,133,0,0,0,1,0
1,0,0,0,1,967490,7,81172,140,0,0,0,162495,0
4,0,1,0.72,0,12,7,76,119,0,1,0,9,1
1,0,0,0,0,120,6,1832,125,0,1,0,373,0
0,0,0,0,0,8869,6,7385,121,0,1,0,176,0
8,3,0,0.27,1,33,7,136,137,1,1,0,9,1
0,0,0,0.36,0,1,2,126,138,0,0,0,12,0
0,0,0,0.6,0,1,7,56,109,0,1,0,0,0
2,0,0,0.67,0,6927,8,19536,137,0,1,0,2139,1
0,0,0,0.48,2,1769,7,3492,139,0,1,0,26,0
6,0,0,0.47,2,1769,7,3492,139,0,1,0,423,0
0,0,1,0.75,0,31,3,50,108,0,1,0,15,1
0,0,0,0.31,0,61,7,220,101,1,1,0,11,0
0,0,0,0,0,37,7,2910,110,0,1,0,6,0
0,0,0,0.92,6,4,5,21,67,0,1,0,26,1
0,0,0,0,0,29,2,65,116,0,1,0,121,1
2,0,0,0,0,120,6,1832,138,0,1,0,55,0
3,0,0,0,1,659,7,4004,134,0,0,0,931,0
1,0,0,0.67,2,3,2,36,79,0,1,0,8,1
2,0,0,0.3,0,54,8,894,98,0,1,0,26,0
4,0,0,0,0,37,7,2910,73,0,0,0,6,0
1,0,0,0.76,0,31,3,50,103,0,1,0,3,1
0,0,0,0.74,0,12,7,76,23,0,0,1,8,0
0,0,0,0.46,2,1769,7,3492,140,0,1,0,113,0
6,0,0,0.22,0,8,6,370,123,1,0,0,127,1
1,0,0,0.45,2,1769,7,3492,136,0,1,0,5921,0
10,0,0,0,1,967490,7,81172,140,0,0,0,88884,0
1,0,0,0,1,967490,7,81172,138,0,0,0,283057,1
4,0,0,0.26,0,8,6,370,78,0,0,1,48,0
0,0,0,0,0,120,6,1832,107,0,1,0,220,0
1,0,0,0.29,0,4245,6,8994,101,0,1,0,1046,1
0,0,0,0,0,8869,6,7385,59,0,1,0,146,0
1,0,0,0.44,2,1769,7,3492,124,0,1,0,69,0
0,0,0,0.33,0,4245,6,8994,33,0,1,0,1678,1
3,0,0,0.38,0,4245,6,8994,139,0,1,0,1362,1
3,0,0,0.41,0,4245,6,8994,138,0,1,0,5586,1
10,0,0,0,0,8869,6,7385,98,0,1,0,438,0
4,0,0,0.33,1,33,7,136,113,0,0,0,11,0
1,0,0,0.92,6,4,5,21,87,0,1,0,15,1
0,0,0,0.09,0,47,7,692,140,0,0,0,66,0
0,0,0,0.27,0,54,8,894,125,0,1,0,17,0
10,5,1,0,0,11,4,19,132,1,1,0,21,1
0,0,0,0.33,0,1,2,126,111,1,1,0,11,0
8,0,0,0.31,1,33,7,136,113,1,1,0,0,0
2,5,0,0.29,1,33,7,136,138,1,1,0,8,1
0,0,0,0.09,0,47,7,692,140,0,0,0,47,0
0,0,0,0.93,6,4,5,21,120,0,1,0,1,0
0,0,0,0.44,0,4245,6,8994,139,1,1,0,1866,1
3,0,0,0.29,0,61,7,220,139,0,0,0,31,0
0,0,0,0.27,2,322,6,2151,60,0,1,0,18,0
10,0,0,0.78,0,31,3,50,131,0,1,0,7,1
13,0,0,0.79,0,31,3,50,134,0,1,0,4,0
1,0,0,0,0,120,6,1832,138,0,1,0,423,0
1,0,0,0,0,2,0,4,139,0,1,0,9,1
0,0,0,0.75,0,6927,8,19536,132,0,1,0,765,0
0,0,0,0.03,1,967490,7,81172,138,1,0,0,45669,0
6,0,0,0.44,0,201,6,562,130,0,0,0,209,1
10,0,0,0.33,1,33,7,136,118,1,1,0,0,0
0,0,0,0,0,105,7,840,101,1,0,0,119,0
3,0,0,0.47,0,4245,6,8994,129,0,1,0,1700,1
7,0,0,0.5,0,201,6,562,135,0,1,0,357,0
0,0,0,0.45,0,201,6,562,82,0,0,0,0,0
0,0,0,0.31,1,33,7,136,79,0,0,1,48,1
1,0,0,0.7,0,12,7,76,129,0,1,0,0,0
0,0,0,0,0,105,7,840,53,1,1,0,12,0
4,0,0,0.5,0,1,7,56,84,0,1,0,5,1
0,0,0,0.42,0,201,6,562,137,0,1,0,128,0
5,0,0,0.31,0,1,2,126,140,0,0,1,86,0
0,0,0,0.33,0,1,4,11,128,0,0,0,2,1
0,0,0,0.29,0,1,2,126,139,0,1,0,4,0
0,0,0,0,0,105,7,840,138,0,0,0,87,0
0,0,0,0,0,605,8,566,116,0,1,0,480,1
12,0,0,0,0,105,7,840,95,0,1,0,19,0
0,0,0,0.35,1,33,7,136,82,0,0,0,1,0
1,0,0,0.43,2,1769,7,3492,133,0,1,0,67,1
8,0,0,0.33,1,33,7,136,135,0,0,0,5,0
0,0,0,0.08,0,47,7,692,139,0,1,0,58,0
2,0,1,0.67,0,12,7,76,49,0,0,0,9,1
0,0,0,0,0,120,6,1832,139,0,1,0,93,0
0,0,0,0.44,2,1769,7,3492,137,0,1,0,38,1
0,0,0,0.27,0,61,7,220,115,1,1,0,2,0
0,0,0,0.45,2,1769,7,3492,112,0,1,0,17,0
5,0,1,0.44,2,1769,7,3492,129,0,1,0,92,1
0,0,1,0.45,2,1769,7,3492,133,0,0,0,112,1
0,0,0,0.33,0,605,8,566,82,0,0,0,4742,0
10,0,0,0.32,1,33,7,136,80,0,0,1,37,0
0,0,0,0.68,0,12,7,76,23,0,0,1,9,1
1,0,0,0.25,0,8,6,370,53,0,1,0,4,0
10,0,0,0,0,105,7,840,98,0,1,0,28,0
1,0,0,0.46,2,1769,7,3492,140,0,1,0,256,1
0,0,0,0.24,0,8,6,370,45,0,0,1,40,0
3,0,0,0.23,0,8,6,370,66,1,0,1,1722,0
0,0,0,0.7,0,12,7,76,38,0,0,0,9,1
20,0,0,0.3,1,33,7,136,129,1,1,0,2,0
0,0,0,0.71,0,12,7,76,23,0,0,1,7,1
0,0,0,0.08,0,47,7,692,138,0,1,0,13,0
0,0,0,0.57,0,1,7,56,75,0,1,0,3,0
1,0,0,0.29,1,33,7,136,139,0,1,0,5,1
0,0,0,0,0,8869,6,7385,140,0,1,0,44,0
4,0,0,0.47,2,1769,7,3492,130,0,1,0,43,0
0,0,0,0.47,2,1769,7,3492,138,0,0,0,18,1
0,0,0,0.33,0,2,0,4,139,0,1,0,0,0
4,0,0,0.47,2,1769,7,3492,139,0,0,0,46,0
0,0,0,0,3,1747,0,375,92,1,1,0,83,1
0,0,0,0.25,0,61,7,220,53,0,0,0,16,0
0,0,0,1,3,1747,0,375,123,0,1,0,675,0
0,0,0,0.72,0,12,7,76,44,0,0,1,20,1
2,0,0,0.08,0,47,7,692,140,0,1,0,169,0
0,0,0,0.38,0,201,6,562,83,0,0,0,2,0
0,0,0,0.5,3,1747,0,375,139,0,1,0,223,1
4,0,0,0.67,3,1747,0,375,120,0,1,0,145,1
0,0,0,0.75,3,1747,0,375,96,0,1,0,35,0
2,0,0,0.6,3,1747,0,375,127,0,1,0,140,0
5,0,0,0.5,3,1747,0,375,135,0,1,0,143,1
7,0,0,0,0,120,6,1832,138,0,1,0,105,0
7,0,0,0.57,3,1747,0,375,81,0,1,0,41,0
5,0,0,0.5,3,1747,0,375,138,0,1,0,54,1
1,0,0,0.56,3,1747,0,375,75,0,1,0,51,1
0,0,0,0.6,3,1747,0,375,76,0,1,0,25,1
6,0,0,0.5,0,1,7,56,88,0,1,0,1,0
0,0,0,0.27,0,1,2,126,139,0,1,0,97,0
0,0,0,0.64,3,1747,0,375,58,0,1,0,91,1
6,0,0,0.03,1,967490,7,81172,135,0,1,0,45555,0
0,0,0,0.07,0,47,7,692,139,0,1,0,29,0
0,0,0,0.44,0,1,7,56,94,0,1,0,1,1
4,0,0,0.25,0,54,8,894,139,0,1,0,11,0
0,0,0,0.25,0,1,2,126,139,0,1,0,31,0
1,0,0,0.5,0,4245,6,8994,91,0,1,0,270,1
0,0,0,0.24,0,61,7,220,106,0,0,0,3,0
6,0,0,0.03,1,967490,7,81172,137,1,1,0,52737,0
0,0,0,0.32,1,33,7,136,68,0,0,0,67,1
0,0,0,0.07,0,47,7,692,139,0,1,0,76,0
0,0,0,0.67,3,1747,0,375,118,0,1,0,145,0
4,0,0,0.62,3,1747,0,375,139,0,1,0,129,1
0,0,0,0.64,3,1747,0,375,135,0,0,0,79,0
0,0,0,0.6,3,1747,0,375,88,0,1,0,45,0
1,0,0,0.56,3,1747,0,375,89,0,1,0,67,1
3,0,0,0.59,3,1747,0,375,123,0,1,0,67,0
1,0,0,0.22,0,8,6,370,104,1,0,1,129,0
0,0,0,0.56,3,1747,0,375,67,0,1,0,274,1
4,0,0,1,0,29,2,65,139,1,1,0,151,0
0,0,0,0.47,2,1769,7,3492,121,0,1,0,88,0
6,0,0,0.5,0,1,7,56,128,0,0,0,79,1
5,0,0,0,1,659,7,4004,88,0,1,0,108,0
0,0,0,0.58,3,1747,0,375,106,0,1,0,38,0
0,0,0,0.55,3,1747,0,375,76,0,1,0,35,1
8,0,0,0.55,0,1,7,56,97,0,0,0,0,0
0,0,0,0.21,0,8,6,370,14,0,0,0,2,0
5,0,0,0.22,0,61,7,220,88,0,1,0,42,1
1,0,0,0.73,0,12,7,76,45,0,0,1,31,0
0,0,0,0.57,3,1747,0,375,119,1,0,0,31,0
0,0,0,0.55,3,1747,0,375,44,0,0,1,85,1
0,0,0,0.57,3,1747,0,375,36,1,1,0,51,0
0,0,0,0.54,3,1747,0,375,61,1,1,0,20,0
5,0,0,0.52,0,4245,6,8994,116,0,1,0,2174,1
0,0,0,0.55,0,4245,6,8994,109,0,1,0,332,0
0,0,0,0.5,0,29,2,65,139,0,1,0,9,0
3,0,0,0.52,3,1747,0,375,125,0,1,0,208,1
0,0,0,0.75,0,31,3,50,62,0,1,0,4,0
0,0,0,0,1,659,7,4004,75,0,0,1,2437,0
0,0,0,0.25,0,605,8,566,138,0,0,0,2057,1
0,0,0,0.46,2,1769,7,3492,140,0,1,0,72,0
0,0,0,0,0,12359,7,55515,63,0,1,0,1040,0
0,0,0,0.5,0,1,4,11,140,0,0,0,2,1
0,0,0,0,0,12359,7,55515,105,0,0,0,5400,0
0,0,0,0.7,0,12,7,76,23,0,0,1,3,1
0,0,0,0.54,3,1747,0,375,72,1,1,0,58,0
2,0,0,0,0,12359,8,55515,139,0,1,0,15179,0
0,0,0,0.71,0,12,8,76,127,0,1,0,31,1
0,0,0,0,0,8869,7,7385,69,0,0,1,1097,0
6,0,0,0.03,1,967490,8,81172,139,0,0,0,100627,0
8,0,0,0.2,0,8,7,370,123,0,0,0,114,1
0,0,0,0.26,0,61,8,220,107,0,0,0,40,0
0,0,0,0.36,0,201,7,562,23,0,1,0,39,0
11,0,0,0,0,0,7,1225,110,0,1,0,173,1
0,0,0,0,0,12359,8,55515,135,0,0,0,10819,0
6,0,0,0.23,0,8,7,370,89,0,0,1,205,0
0,0,0,0.71,0,31,4,50,58,0,1,0,1,1
10,0,0,0.73,0,31,4,50,88,0,1,0,0,0
